Metadaten,INVNR,OBJEKT,BEZEICHNUNG,INHALT_DARGESTELLT,MATERIAL,TECHNIK,MASZE,Thema,AUFSCHRIFT_MERKMALE,SP,Th,B,S,Rac,Dmpf,L,Mich,Raf,HK,DC,Rf,T,publiziert_in_Publikation,vorgesehen_zur_Publikation,REFERENT_Eigenschaft_1,REFERENT_Typ_1,QUELLE_Beziehung_REFERENT_1,REFERENT_Zeit_1,REFERENT_Ort_1,REFERENT_Bezeichnung_1,REFERENT_Eigenschaft_2,REFERENT_Typ_2,QUELLE_Beziehung_REFERENT_2,REFERENT_Zeit_2,REFERENT_Ort_2,REFERENT_Bezeichnung_2,REFERENT_Eigenschaft_3,REFERENT_Typ_3,QUELLE_Beziehung_REFERENT_3,REFERENT_Zeit_3,REFERENT_Ort_3,REFERENT_Bezeichnung_3,REFERENT_Eigenschaft_4,REFERENT_Typ_4,QUELLE_Beziehung_REFERENT_4,REFERENT_Zeit_4,REFRENT_Ort_4,REFERENT_Bezeichnung_4,REFERENT_Eigenschaft_5,REFERENT_Typ_5,QUELLE_Beziehung_REFERENT_5,REFERENT_Zeit_5,REFERENT_Ort_5,REFERENT_Bezeichnung_5,REFERENT_Eigenschaft_6,REFERENT_Typ_6,QUELLE_Beziehung_REFERENT_6,REFERENT_Zeit_6,REFERENT_Ort_6,REFERENT_Bezeichnung_6,REFERENT_Eigenschaft_7,REFERENT_Typ_7,QUELLE_Beziehung_REFERENT_7,REFERENT_Zeit_7,REFERENT_Ort_7,REFERENT_Bezeichnung_7,REFERENT_Eigenschaft_8,REFERENT_Typ_8,QUELLE_Beziehung_REFERENT_8,REFERENT_Zeit_8,REFERENT_Ort_8,REFERENT_Bezeichnung_8,REFERENT_Eigenschaft_9,REFERENT_Typ_9,QUELLE_Beziehung_REFERENT_9,REFERENT_Zeit_9,REFERENT_Ort_9,REFERENT_Bezeichnung_9,REFERENT_Eigenschaft_10,REFERENT_Typ_10,QUELLE_Beziehung_REFERENT_10,REFERENT_Zeit_10,REFERENT_Ort_10,REFERENT_Bezeichnung_10,REFERENT_Eigenschaft_11,REFERENT_Typ_11,QUELLE_Beziehung_REFERENT_11,REFERENT_Zeit_11,REFERENT_Ort_11,REFERENT_Bezeichnung_11,,,,,,,AUDIO Text,,,,,
986,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Gothische Häusertypen,Text,1 Blatt Papier,Bleistift (grau),107 x 155 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,22.05.1898,Firenze,Heinrich von Geymüller,materiell,Artefakte,betreffend,NULL,Firenze,Haus (Firenze; Via de' Bardi 12): Fenster; Haus (Firenze; Via S. Niccolo 135): Fenster; Haus (Firenze; Via S. Niccolo 125); Haus (Firenze; Via S. Niccolo 121); Haus (Firenze; Via S. Niccolo 82); Haus (Firenze; Via S. Niccolo 80),materiell,Person,betreffend,NULL,NULL,Roselli del T.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Gothische Häusertypen,Text,1 Blatt Papier,Bleistift (grau),105 x 155 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Borgo de' Greci,Heinrich von Geymüller,materiell,Artefakt,betreffend,NULL,Firenze,Haus (Firenze; Via de' Greci 3): Fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Gothische Häusertypen,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),105 x 155 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze,Heinrich von Geymüller,materiell,Artefakte,betreffend,1450 - 1470,Firenze,Haus (Firenze; Via de' Guicciardini 1): Fassade; Portal; Bogen; Haus (Firenze; Via de' Guicciardini 15): Fenster; Bogen; Gesims; Haus (Firenze; Via de' Guicciardini 17): Fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Gothische Häusertypen,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),105 x 155 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,03.06.1898,Firenze; Borgo S. Iacopo,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Haus (Firenze; Borgo S. Iacopo 13): Fenster; Aufriss; Fassade; Gesims; Lageplan,materiell,Person,betreffend,NULL,NULL,Roselli del T.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Gothische Häusertypen,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,09.06.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Haus (Firenze; Via dei Neri 23): Aufriss; Fassade; Gesims; Fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Gothische Häusertypen,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze,Heinrich von Geymüller,materiell,Artefakte,wiedergebend,NULL,Firenze,Haus (Firenze; Via de Bardi 25): Fassade; Arkaden; Gesims; Haus (Firenze; Via S. Niccola 98); Haus (Firenze; Via de Bardi 36): Aufriss; Fassade; Arkaden; Fenster; Haus (Firenze; Via de Bardi 3); Aufriss; Fassade; Fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Gothische Häusertypen,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Via de Bardi,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Haus (firenze; Via de Bardi 28): Aufriss; Fassade; Fenster; Gesims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Gothische Häusertypen,Abbildung; Beschriftung,1 Blatt Papier,Schreibfeder,155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Via de Bardi,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Haus <Palazzo Canigiani> (Firenze; Via de Bard 24): Aufriss; Fassade; Fenster; Gesims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Gothische Häusertypen,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,22.05.1898,Firenze; Via dei Calzaiuoli,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Haus (Firenze; Via dei Calzaiuoli 2): Aufriss; Fassade; Arkaden; Bögen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien,Text,1 Blatt Papier,Schreibfeder,167 x 112 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,12.05.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,betreffend,NULL,Firenze,Palazzo Vecchio (Firenze): Turm; Fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien,Text,1 Blatt Papier,Schreibfeder; Bleistift (grau),167 x 112 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,12.05.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,betreffend,1255; 1333 - 1345,Firenze,Palazzo del Bargello (Florenz): Aufriss; Fassade; Turm; Fenster; Zinnen,materiell,Artefakt,betreffend,NULL,NULL,Palazzo Acciaioli (Florenz); Certosa di Valdema (Firenze),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Orsan Michele,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,21.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Or San Michele (Florenz): Detail; Säule; Säulenbasis,immateriell,Handlung,betreffend,NULL,Or San Michele (Florenz),Aufmaß: Säulenbasis; Or San Michele (Florenz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Orsan Michele,Text,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,21.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,betreffend,NULL,Firenze,Or San Michele (Florenz): Malerei; Loggia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Orsan Michele,Abbildung; Beschriftung; Text,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,21.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Or San Michele (Florenz): Detail; Gewölbe; Kreuzrippengewölbe; Pilaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Orsan Michele,Abbildung; Beschriftung; Text,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,25.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Or San Michele (Florenz): Detail; Malerei; Kreuzrippengewölbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Orsan Michele,Abbildung; Text,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Or San Michele (Florenz): Detail; Kreuzrippengewölbe; Kapitell; Rippen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Orsan Michele,Abbildung; Beschriftung; Text,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,25.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Or San Michele (Florenz): Detail; Gesims; Gewölbe; Kreuzrippengewölbe; Gurtbogen; Gurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Orsan Michele,Abbildung; Text,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,25.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Or San Michele (Florenz): Ansicht; Fassade; Fenster; Gesimse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Orsan Michele,Abbildung; Text,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Or San Michele (Florenz): Aufriss; Gesimse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Orsan Michele,Abbildung; Text,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,25.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,betreffend,NULL,Firenze,Or San Michele (Florenz): Aussen; Mauerfläche; Rundbogen; Arkaden; Fenster,materiell,Artefakte,betreffend,NULL,Firenze,Palazzo Pitti (Florenz); Palazzo Vecchio (Florenz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Orsan Michele,Abbildung; Text,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,25.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Or San Michele (Florenz): Schnitt; Arkade; Fenster; Profil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Orsan Michele,Abbildung; Text,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,25.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Or San Michele (Florenz): Fenster; Profil; Maßwerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Loggia de Lanzi,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,21.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Loggia dei Lanzi (Florenz): Grundriss; Schnitt; Detail; Gesims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Loggia de Lanzi,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,21.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Loggia dei Lanzi (Florenz): Ansicht; Detail; Dekoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Loggia de Lanzi,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,21.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,betreffend,NULL,Firenze,1) Loggia dei Lanzi (Florenz): Detail; Rundbogen; Pfeiler; Profil; Decke,materiell,Person,betreffend,NULL,NULL,Brunelleschi Fillipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Loggia de Lanzi,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,21.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,betreffend,NULL,Firenze,2) Loggia dei Lanzi (Florenz): Detail; Rundbogen; Pfeiler; Profil; Decke; Gesims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Loggia de Lanzi,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,21.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,3) Loggia dei Lanzi (Florenz): Detail; Rundbogen; Pfeiler; Profil; Gesims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Loggia del Bigallo,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Loggia del Bigallo (Florenz): Detail; Gewölbe; Gesims; Profil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Loggia del Bigallo,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Loggia del Bigallo (Florenz): Detail; Pfeiler; Gesims; Basis; Kapitell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Loggia del Bigallo,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Loggia del Bigallo (Florenz): Detail; Pfeiler; Gesims; Gurt; Profil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien | Loggia del Bigallo,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,25.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Loggia del Bigallo (Florenz): Detail; Schnitt; Pfeiler; Gesims; Basis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | offentliche Palasti u Loggien,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),105 x 155 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,15.05.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Palazzo Niccolini (Florenz): Ansicht; Bogenöffnungen; Gesimse; Gewölbe,materiell,Artefakt,betreffend,NULL,Firenze,Porta Romana (Florenz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Certosa in Val d'Ema,Abbildung; Beschriftung,1 Blatt Papier,Schreibfeder; Bleistift (grau),168 x 111 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,01.05.0000,Val d'Ema (Firenze),"Heinrich von Geymüller [""vom Tram aus""]",materiell,Artefakt,wiedergebend,NULL,Val d'Ema (Firenze),Palazzo Acciaioli (Florenz): Geschoß; Gliederung; Fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Certosa in Val d'Ema,Abbildung; Beschriftung,1 Blatt Papier; 2 Seiten,Schreibfeder; Bleistift (grau),168 x 111 mm,,Vorderseite/Rückseite,,,,,,,,,,,,,x,,,materiell,Person,verfasst,12.05.1898,Val d'Ema (Firenze),Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Val d'Ema (Firenze),Palazzo Acciaioli (Florenz): Geschoß; Gliederung; Fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Certosa in Val d'Ema,Abbildung; Beschriftung,1 Blatt Papier,Schreibfeder; Bleistift (grau),168 x 111 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,12.05.1898,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Haus (unbekannt) [Palazzo Acciaioli (Florenz)]: Geschoß; Gliederung; Fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung,1 Blatt Papier,Bleistift (grau),105 x 155 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,22.05.1898,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Kirche (unbekannt) [San Miniato al Monte. Kloster (Florenz)]: Grundriss; Säulen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,22.05.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,San Miniato al Monte. Kloster (Florenz): Details; Gebälk; Kapitell; Gesims; Kanzel,materiell,Person,betreffend,NULL,NULL,Donatello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),157 x 102 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Kirche (unbekannt) [San Miniato al Monte. Kloster (Florenz)]: Ansicht; Fassade; Chor; Apsis; Fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),154 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Kirche (unbekannt) [San Miniato al Monte. Kloster (Florenz)]: Ansicht; Fassade; Langhaus; Fenster; Grundriss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung; Beschriftung; Text,1 Blatt Papier,Bleistift (grau),155 x 104 mm,,,,,,,,x,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Kirche (unbekannt) [San Miniato al Monte. Kloster (Florenz)]: Ansicht; Fassade; Langhaus; Chor; Apsis; Fenster; Detail,immateriell,Prozess,betreffend,NULL,NULL,Forschungstheorie: Denkmalpflege; Restaurierung; Oberflächen; Putze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung,1 Blatt Papier,Bleistift (grau),105 x 156 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,"Kirche (unbekannt) [San Miniato al Monte. Kloster (Florenz)]: Ansicht; Innenraum; Seitenschiff [""Höhe Chor""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung,1 Blatt Papier,Bleistift (grau),157 x 105 mm,,gefalten,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Kirche (unbekannt) [San Miniato al Monte. Kloster (Florenz)]: Aufriss; Grundriss; Innenraum; Bogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
